iter	Passed	Remaining
625	1085	2382
626	1087	2381
627	1089	2379
628	1090	2377
629	1092	2376
630	1094	2374
631	1095	2372
632	1097	2370
633	1099	2368
634	1101	2367
635	1102	2365
636	1104	2363
637	1106	2361
638	1108	2360
639	1110	2358
640	1111	2357
641	1113	2355
642	1115	2353
643	1116	2351
644	1118	2350
645	1120	2348
646	1122	2346
647	1123	2345
648	1125	2343
649	1127	2341
650	1129	2339
651	1130	2337
652	1132	2336
653	1134	2335
654	1136	2333
655	1138	2331
656	1139	2329
657	1141	2327
658	1143	2326
659	1145	2325
660	1145	2320
661	1147	2318
662	1148	2316
663	1150	2315
664	1152	2313
665	1153	2311
666	1155	2309
667	1157	2308
668	1159	2306
669	1161	2305
670	1162	2303
671	1164	2301
672	1166	2299
673	1168	2298
674	1169	2296
675	1171	2294
676	1173	2293
677	1174	2290
678	1176	2289
679	1178	2287
680	1180	2286
681	1182	2284
682	1183	2282
683	1185	2281
684	1187	2279
685	1189	2277
686	1190	2275
687	1192	2274
688	1194	2272
689	1195	2270
690	1198	2269
691	1199	2267
692	1201	2266
693	1203	2264
694	1204	2262
695	1206	2260
696	1208	2258
697	1209	2256
698	1211	2255
699	1213	2254
700	1215	2252
701	1217	2250
702	1219	2249
703	1220	2247
704	1222	2245
705	1224	2244
706	1226	2242
707	1228	2241
708	1229	2239
709	1231	2237
710	1232	2235
711	1234	2233
712	1236	2232
713	1238	2231
714	1240	2229
715	1242	2227
716	1244	2226
717	1245	2224
718	1247	2222
719	1249	2220
720	1251	2219
721	1252	2217
722	1254	2215
723	1256	2213
724	1258	2212
725	1260	2212
726	1262	2211
727	1264	2210
728	1267	2209
729	1269	2207
730	1271	2207
731	1273	2205
732	1275	2204
733	1277	2203
734	1279	2202
735	1282	2201
736	1284	2200
737	1286	2199
738	1288	2198
739	1290	2197
740	1292	2196
741	1294	2195
742	1296	2193
743	1298	2192
744	1300	2190
745	1302	2189
746	1305	2189
747	1307	2188
748	1309	2186
749	1311	2186
750	1313	2184
751	1316	2184
752	1318	2183
753	1320	2181
754	1321	2179
755	1323	2178
756	1325	2177
757	1327	2175
758	1330	2175
759	1332	2173
760	1334	2172
761	1336	2171
762	1338	2170
763	1340	2169
764	1343	2168
765	1345	2167
766	1347	2165
767	1348	2163
768	1350	2162
769	1352	2160
770	1354	2158
771	1356	2157
772	1357	2155
773	1359	2153
774	1361	2151
775	1363	2150
776	1365	2148
777	1366	2146
778	1369	2145
779	1370	2143
780	1372	2142
781	1374	2140
782	1376	2138
783	1377	2136
784	1379	2134
785	1380	2132
786	1382	2131
787	1384	2129
788	1386	2128
789	1388	2126
790	1389	2124
791	1391	2122
792	1393	2120
793	1394	2118
794	1397	2117
795	1398	2115
796	1400	2114
797	1402	2112
798	1403	2110
799	1405	2108
800	1407	2106
801	1409	2105
802	1411	2103
803	1412	2101
804	1414	2099
805	1416	2097
806	1417	2096
807	1419	2094
808	1421	2092
809	1423	2091
810	1424	2089
811	1426	2087
812	1428	2085
813	1430	2083
814	1431	2081
815	1433	2080
816	1435	2078
817	1437	2076
818	1439	2075
819	1440	2073
820	1442	2071
821	1444	2070
822	1446	2068
823	1448	2066
824	1449	2065
825	1451	2063
826	1453	2061
827	1455	2060
828	1457	2058
829	1458	2056
830	1460	2054
831	1462	2052
832	1464	2051
833	1466	2049
834	1467	2047
835	1469	2046
836	1471	2044
837	1472	2042
838	1474	2040
839	1476	2038
840	1478	2036
841	1479	2035
842	1481	2033
843	1483	2031
844	1484	2029
845	1486	2028
846	1488	2026
847	1490	2024
848	1492	2022
849	1493	2020
850	1495	2019
851	1497	2017
852	1498	2015
853	1500	2013
854	1502	2011
855	1504	2010
856	1505	2008
857	1507	2006
858	1509	2004
859	1510	2002
860	1512	2001
861	1514	1999
862	1515	1997
863	1517	1995
864	1519	1993
865	1520	1991
866	1522	1989
867	1524	1987
868	1525	1985
869	1527	1984
870	1529	1982
871	1531	1980
872	1532	1978
873	1534	1976
874	1536	1975
875	1537	1973
876	1539	1971
877	1541	1969
878	1542	1967
879	1544	1965
880	1546	1964
881	1548	1962
882	1550	1960
883	1551	1959
884	1553	1957
885	1555	1955
886	1556	1953
887	1558	1951
888	1560	1949
889	1562	1948
890	1563	1946
891	1565	1944
892	1567	1942
893	1569	1941
894	1571	1939
895	1572	1937
896	1574	1936
897	1576	1934
898	1577	1932
899	1579	1930
900	1581	1928
901	1582	1926
902	1584	1924
903	1586	1923
904	1588	1921
905	1589	1919
906	1591	1917
907	1593	1915
908	1594	1913
909	1596	1911
910	1598	1910
911	1599	1908
912	1601	1906
913	1603	1905
914	1605	1903
915	1606	1901
916	1608	1899
917	1610	1897
918	1611	1895
919	1613	1893
920	1615	1892
921	1617	1890
922	1618	1888
923	1620	1887
924	1622	1885
925	1623	1883
926	1625	1881
927	1627	1880
928	1629	1878
929	1630	1876
930	1632	1874
931	1634	1872
932	1635	1870
933	1637	1869
934	1639	1867
935	1641	1865
936	1642	1863
937	1644	1862
938	1646	1860
939	1648	1859
940	1650	1857
941	1652	1856
942	1654	1854
943	1656	1852
944	1657	1850
945	1659	1848
946	1661	1847
947	1662	1845
948	1664	1843
949	1666	1841
950	1668	1840
951	1669	1838
952	1671	1836
953	1673	1835
954	1675	1832
955	1676	1831
956	1678	1829
957	1680	1827
958	1682	1826
959	1684	1824
960	1686	1822
961	1687	1821
962	1689	1819
963	1691	1817
964	1693	1815
965	1694	1814
966	1696	1812
967	1698	1810
968	1700	1809
969	1701	1807
970	1703	1805
971	1705	1803
972	1707	1801
973	1708	1799
974	1710	1798
975	1712	1796
976	1714	1794
977	1715	1793
978	1717	1791
979	1719	1789
980	1721	1787
981	1723	1786
982	1724	1784
983	1726	1782
984	1728	1780
985	1730	1779
986	1731	1777
987	1733	1775
988	1735	1773
989	1736	1771
990	1738	1770
991	1740	1768
992	1742	1766
993	1743	1764
994	1745	1763
995	1747	1761
996	1748	1759
997	1750	1757
998	1752	1755
999	1754	1754
1000	1755	1752
1001	1757	1750
1002	1759	1748
1003	1760	1746
1004	1762	1745
1005	1764	1743
1006	1766	1741
1007	1768	1740
1008	1769	1738
1009	1771	1736
1010	1773	1734
1011	1775	1733
1012	1777	1731
1013	1778	1729
1014	1780	1727
1015	1782	1725
1016	1783	1724
1017	1785	1722
1018	1787	1720
1019	1788	1718
1020	1790	1716
1021	1792	1715
1022	1794	1713
1023	1795	1711
1024	1797	1709
1025	1799	1708
1026	1801	1706
1027	1802	1704
1028	1804	1702
1029	1806	1700
1030	1807	1698
1031	1809	1697
1032	1811	1695
1033	1813	1693
1034	1814	1691
1035	1816	1690
1036	1818	1688
1037	1819	1686
1038	1821	1684
1039	1823	1683
1040	1825	1681
1041	1826	1679
1042	1828	1677
1043	1830	1675
1044	1832	1674
1045	1833	1672
1046	1835	1670
1047	1837	1668
1048	1839	1667
1049	1840	1665
1050	1842	1663
1051	1844	1661
1052	1846	1660
1053	1847	1658
1054	1849	1656
1055	1851	1654
1056	1853	1653
1057	1854	1651
1058	1856	1649
1059	1858	1648
1060	1860	1646
1061	1861	1644
1062	1863	1642
1063	1865	1640
1064	1867	1639
1065	1868	1637
1066	1870	1635
1067	1872	1633
1068	1873	1632
1069	1875	1630
1070	1877	1628
1071	1879	1626
1072	1880	1624
1073	1882	1622
1074	1883	1621
1075	1885	1619
1076	1887	1617
1077	1889	1615
1078	1890	1614
1079	1892	1612
1080	1894	1610
1081	1895	1608
1082	1897	1606
1083	1899	1604
1084	1900	1603
1085	1902	1601
1086	1904	1599
1087	1906	1597
1088	1907	1596
1089	1909	1594
1090	1911	1592
1091	1912	1590
1092	1914	1588
1093	1916	1587
1094	1917	1585
1095	1919	1583
1096	1921	1581
1097	1923	1579
1098	1925	1578
1099	1926	1576
1100	1928	1574
1101	1930	1573
1102	1932	1571
1103	1933	1569
1104	1935	1567
1105	1937	1566
1106	1939	1564
1107	1940	1562
1108	1942	1560
1109	1944	1558
1110	1945	1556
1111	1947	1555
1112	1949	1553
1113	1951	1551
1114	1952	1549
1115	1954	1548
1116	1956	1546
1117	1957	1544
1118	1959	1542
1119	1961	1541
1120	1963	1539
1121	1964	1537
1122	1966	1535
1123	1968	1533
1124	1969	1532
1125	1971	1530
1126	1973	1528
1127	1975	1526
1128	1976	1525
1129	1978	1523
1130	1980	1521
1131	1981	1519
1132	1983	1518
1133	1985	1516
1134	1987	1514
1135	1988	1512
1136	1990	1510
1137	1992	1509
1138	1994	1507
1139	1996	1505
1140	1997	1504
1141	1999	1502
1142	2001	1500
1143	2002	1498
1144	2004	1496
1145	2006	1495
1146	2007	1493
1147	2009	1491
1148	2011	1490
1149	2013	1488
1150	2016	1487
1151	2018	1486
1152	2021	1484
1153	2023	1483
1154	2025	1481
1155	2027	1480
1156	2030	1479
1157	2032	1477
1158	2034	1476
1159	2036	1474
1160	2038	1472
1161	2039	1471
1162	2041	1469
1163	2043	1467
1164	2045	1466
1165	2047	1464
1166	2049	1462
1167	2051	1461
1168	2052	1459
1169	2054	1457
1170	2056	1455
1171	2058	1454
1172	2059	1452
1173	2061	1450
1174	2063	1448
1175	2065	1447
1176	2066	1445
1177	2068	1443
1178	2070	1441
1179	2072	1440
1180	2074	1438
1181	2075	1436
1182	2077	1434
1183	2079	1433
1184	2081	1431
1185	2083	1429
1186	2085	1428
1187	2086	1426
1188	2088	1424
1189	2090	1422
1190	2091	1420
1191	2093	1419
1192	2095	1417
1193	2097	1415
1194	2099	1414
1195	2100	1412
1196	2102	1410
1197	2104	1408
1198	2106	1407
1199	2108	1405
1200	2110	1403
1201	2111	1402
1202	2113	1400
1203	2115	1398
1204	2116	1396
1205	2118	1394
1206	2120	1393
1207	2122	1391
1208	2124	1389
1209	2126	1388
1210	2127	1386
1211	2129	1384
1212	2131	1382
1213	2133	1381
1214	2134	1379
1215	2136	1377
1216	2138	1375
1217	2139	1373
1218	2141	1372
1219	2143	1370
1220	2145	1368
1221	2147	1366
1222	2148	1365
1223	2150	1363
1224	2152	1361
1225	2154	1359
1226	2155	1358
1227	2157	1356
1228	2159	1354
1229	2161	1352
1230	2162	1351
1231	2164	1349
1232	2166	1347
1233	2168	1345
1234	2169	1344
1235	2171	1342
1236	2173	1340
1237	2175	1338
1238	2176	1337
1239	2178	1335
1240	2180	1333
1241	2182	1331
1242	2183	1329
1243	2185	1328
1244	2187	1326
1245	2189	1324
1246	2190	1322
1247	2192	1321
1248	2194	1319
1249	2195	1317
1250	2197	1315
1251	2199	1313
1252	2201	1312
1253	2202	1310
1254	2204	1308
1255	2206	1306
1256	2207	1305
1257	2209	1303
1258	2211	1301
1259	2213	1299
1260	2215	1298
1261	2216	1296
1262	2218	1294
1263	2220	1292
1264	2221	1290
1265	2223	1288
1266	2225	1287
1267	2226	1285
1268	2228	1283
1269	2230	1282
1270	2232	1280
1271	2233	1278
1272	2235	1276
1273	2237	1275
1274	2239	1273
1275	2241	1271
1276	2242	1269
1277	2244	1268
1278	2246	1266
1279	2248	1264
1280	2249	1262
1281	2251	1261
1282	2253	1259
1283	2255	1257
1284	2257	1256
1285	2259	1254
1286	2260	1252
1287	2262	1250
1288	2264	1249
1289	2266	1247
1290	2268	1245
1291	2270	1243
1292	2271	1242
1293	2273	1240
1294	2275	1238
1295	2276	1236
1296	2278	1235
1297	2280	1233
1298	2282	1231
1299	2284	1229
1300	2285	1228
1301	2287	1226
1302	2289	1224
1303	2291	1222
1304	2293	1221
1305	2294	1219
1306	2296	1217
1307	2298	1215
1308	2300	1214
1309	2301	1212
1310	2303	1210
1311	2305	1209
1312	2307	1207
1313	2309	1205
1314	2310	1203
1315	2312	1201
1316	2314	1200
1317	2316	1198
1318	2317	1196
1319	2319	1195
1320	2321	1193
1321	2323	1191
1322	2324	1189
1323	2326	1187
1324	2328	1186
1325	2330	1184
1326	2332	1182
1327	2334	1181
1328	2335	1179
1329	2337	1177
1330	2339	1176
1331	2341	1174
1332	2343	1172
1333	2344	1170
1334	2346	1169
1335	2348	1167
1336	2350	1165
1337	2352	1163
1338	2353	1161
1339	2355	1160
1340	2357	1158
1341	2358	1156
1342	2360	1154
1343	2362	1153
1344	2364	1151
1345	2366	1149
1346	2367	1147
1347	2369	1146
1348	2371	1144
1349	2373	1142
1350	2375	1140
1351	2376	1139
1352	2378	1137
1353	2380	1135
1354	2381	1133
1355	2383	1132
1356	2385	1130
1357	2387	1128
1358	2389	1126
1359	2390	1125
1360	2392	1123
1361	2394	1121
1362	2396	1119
1363	2398	1118
1364	2399	1116
1365	2401	1114
1366	2403	1113
1367	2405	1111
1368	2407	1109
1369	2409	1107
1370	2410	1106
1371	2412	1104
1372	2414	1102
1373	2416	1100
1374	2418	1099
1375	2419	1097
1376	2421	1095
1377	2423	1093
1378	2425	1092
1379	2427	1090
1380	2429	1088
1381	2430	1087
1382	2432	1085
1383	2434	1083
1384	2435	1081
1385	2437	1079
1386	2439	1078
1387	2441	1076
1388	2443	1074
1389	2445	1073
1390	2446	1071
1391	2448	1069
1392	2450	1067
1393	2452	1066
1394	2454	1064
1395	2455	1062
1396	2457	1060
1397	2459	1058
1398	2460	1057
1399	2462	1055
1400	2465	1053
1401	2466	1052
1402	2468	1050
1403	2470	1048
1404	2471	1046
1405	2473	1045
1406	2475	1043
1407	2477	1041
1408	2479	1039
1409	2480	1038
1410	2482	1036
1411	2483	1034
1412	2485	1032
1413	2487	1030
1414	2489	1029
1415	2491	1027
1416	2493	1025
1417	2494	1023
1418	2496	1022
1419	2498	1020
1420	2500	1018
1421	2501	1016
1422	2503	1015
1423	2505	1013
1424	2506	1011
1425	2508	1009
1426	2510	1008
1427	2512	1006
1428	2513	1004
1429	2515	1002
1430	2517	1000
1431	2519	999
1432	2520	997
1433	2522	995
1434	2524	993
1435	2526	992
1436	2528	990
1437	2530	989
1438	2532	987
1439	2534	985
1440	2536	983
1441	2539	982
1442	2541	980
1443	2543	979
1444	2545	977
1445	2547	975
1446	2548	974
1447	2550	972
1448	2552	970
1449	2554	968
1450	2556	967
1451	2558	965
1452	2560	963
1453	2561	962
1454	2563	960
1455	2565	958
1456	2566	956
1457	2568	954
1458	2570	953
1459	2572	951
1460	2574	949
1461	2575	947
1462	2578	946
1463	2579	944
1464	2581	942
1465	2583	941
1466	2585	939
1467	2586	937
1468	2588	935
1469	2590	933
1470	2592	932
1471	2593	930
1472	2596	928
1473	2597	927
1474	2599	925
1475	2601	923
1476	2602	921
1477	2604	919
1478	2606	918
1479	2608	916
1480	2610	914
1481	2611	912
1482	2613	911
1483	2615	909
1484	2617	907
1485	2619	905
1486	2620	904
1487	2622	902
1488	2624	900
1489	2626	898
1490	2627	897
1491	2629	895
1492	2631	893
1493	2633	891
1494	2635	890
1495	2637	888
1496	2639	886
1497	2640	885
1498	2642	883
1499	2644	881
1500	2646	879
1501	2649	878
1502	2651	876
1503	2652	874
1504	2654	873
1505	2656	871
1506	2658	869
1507	2660	867
1508	2662	866
1509	2664	864
1510	2666	862
1511	2668	861
1512	2670	859
1513	2672	857
1514	2674	856
1515	2676	854
1516	2678	852
1517	2680	850
1518	2682	849
1519	2683	847
1520	2685	845
1521	2687	843
1522	2689	842
1523	2690	840
1524	2692	838
1525	2694	837
1526	2696	835
1527	2698	833
1528	2700	831
1529	2702	830
1530	2704	828
1531	2706	826
1532	2708	824
1533	2710	823
1534	2711	821
1535	2713	819
1536	2715	818
1537	2717	816
1538	2719	814
1539	2721	812
1540	2723	811
1541	2724	809
1542	2727	807
1543	2729	806
1544	2731	804
1545	2733	802
1546	2734	800
1547	2736	799
1548	2738	797
1549	2740	795
1550	2742	793
1551	2744	792
1552	2746	790
1553	2747	788
1554	2749	786
1555	2751	785
1556	2753	783
1557	2755	781
1558	2757	780
1559	2759	778
1560	2761	776
1561	2763	774
1562	2765	773
1563	2766	771
1564	2768	769
1565	2770	767
1566	2772	766
1567	2774	764
1568	2776	762
1569	2778	760
1570	2780	759
1571	2782	757
1572	2784	755
1573	2786	754
1574	2788	752
1575	2790	750
1576	2792	748
1577	2794	747
1578	2796	745
1579	2798	743
1580	2800	742
1581	2801	740
1582	2803	738
1583	2805	736
1584	2808	735
1585	2809	733
1586	2811	731
1587	2813	729
1588	2815	728
1589	2816	726
1590	2818	724
1591	2820	722
1592	2822	721
1593	2824	719
1594	2826	717
1595	2827	715
1596	2829	713
1597	2831	712
1598	2833	710
1599	2835	708
1600	2836	706
1601	2838	705
1602	2840	703
1603	2842	701
1604	2844	699
1605	2845	698
1606	2847	696
1607	2849	694
1608	2851	692
1609	2852	691
1610	2854	689
1611	2856	687
1612	2858	685
1613	2860	684
1614	2861	682
1615	2863	680
1616	2865	678
1617	2867	676
1618	2868	675
1619	2870	673
1620	2872	671
1621	2873	669
1622	2875	667
1623	2877	666
1624	2879	664
1625	2880	662
1626	2882	660
1627	2884	659
1628	2886	657
1629	2887	655
1630	2889	653
1631	2891	651
1632	2892	650
1633	2894	648
1634	2896	646
1635	2897	644
1636	2899	642
1637	2901	641
1638	2902	639
1639	2904	637
1640	2906	635
1641	2907	634
1642	2909	632
1643	2911	630
1644	2913	628
1645	2915	626
1646	2916	625
1647	2918	623
1648	2919	621
1649	2921	619
1650	2923	617
1651	2925	616
1652	2926	614
1653	2928	612
1654	2930	610
1655	2931	609
1656	2933	607
1657	2935	605
1658	2937	603
1659	2938	601
1660	2940	600
1661	2942	598
1662	2943	596
1663	2945	594
1664	2947	593
1665	2949	591
1666	2950	589
1667	2952	587
1668	2954	585
1669	2955	584
1670	2957	582
1671	2959	580
1672	2961	578
1673	2963	577
1674	2964	575
1675	2966	573
1676	2968	571
1677	2969	569
1678	2971	568
1679	2973	566
1680	2975	564
1681	2976	562
1682	2978	561
1683	2980	559
1684	2981	557
1685	2983	555
1686	2985	553
1687	2987	552
1688	2988	550
1689	2990	548
1690	2992	546
1691	2994	545
1692	2995	543
1693	2997	541
1694	2999	539
1695	3000	537
1696	3002	536
1697	3004	534
1698	3006	532
1699	3007	530
1700	3009	529
1701	3011	527
1702	3012	525
1703	3014	523
1704	3016	521
1705	3018	520
1706	3020	518
1707	3021	516
1708	3023	514
1709	3025	513
1710	3027	511
1711	3028	509
1712	3030	507
1713	3032	506
1714	3034	504
1715	3035	502
1716	3037	500
1717	3039	498
1718	3040	497
1719	3042	495
1720	3044	493
1721	3046	491
1722	3047	490
1723	3049	488
1724	3051	486
1725	3053	484
1726	3055	482
1727	3056	481
1728	3058	479
1729	3060	477
1730	3061	475
1731	3063	474
1732	3065	472
1733	3067	470
1734	3068	468
1735	3070	466
1736	3072	465
1737	3074	463
1738	3076	461
1739	3077	459
1740	3079	458
1741	3081	456
1742	3082	454
1743	3085	452
1744	3086	451
1745	3088	449
1746	3090	447
1747	3092	445
1748	3093	443
1749	3095	442
1750	3097	440
1751	3099	438
1752	3100	436
1753	3102	435
1754	3104	433
1755	3105	431
1756	3107	429
1757	3109	428
1758	3111	426
1759	3113	424
1760	3114	422
1761	3116	420
1762	3118	419
1763	3120	417
1764	3121	415
